Matricule,competence,niveau
142DATAE20,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[3, 4, 3, 4, 3, 4, 4, 3, 4, 3]"
143DATA009,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
143DATA033,"['Informatique', 'Responsabilisation', 'Business Model', 'Coaching et Management', ""Pilotage KPI's"", 'Respect Règles', 'Coordination et Relation DO', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[4, 4, 3, 4, 4, 4, 4, 4, 4, 3]"
143DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 2, 4, 2, 3, 5, 5, 2, 3]"
143DATA044,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 4, 3, 5, 5, 3, 3]"
143DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 5, 3, 2, 3]"
143DATA058,"['Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[3, 3, 5, 5, 3, 5, 3, 5, 3, 2]"
143DATAE23,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 2]"
144DATA000,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 3, 3, 3, 3, 5, 3, 3]"
144DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 2, 2, 2, 2, 2, 2, 3]"
144DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 3, 3, 3, 3, 3, 5, 5, 3, 4]"
144DATA045,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 5, 5, 3, 2]"
144DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 3, 3, 3, 4, 3, 3]"
144DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 3, 3, 3, 5, 3, 3]"
145DATA032,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 5, 3, 5, 3, 3, 3, 3, 3, 2, 2, 3, 5, 4, 3, 3, 3, 5, 2, 3, 2, 3, 3, 3, 2]"
145DATA035,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
145DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
145DATA042,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 3, 3, 3, 3]"
145DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 4, 4, 4, 4, 3, 3]"
145DATA044,"['Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[3, 3, 5, 5, 2, 3, 3, 2, 3, 3]"
145DATA045,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 3, 5, 5, 2, 3]"
145DATA047,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 3, 1, 1, 3, 3]"
145DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
146DATA001,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 4, 2, 4, 2, 4, 3]"
146DATA005,"['Business Model', 'Responsabilisation', 'Respect Règles', 'Relation DO', 'Coaching et Management', ""Pilotage KPI's"", 'Coordination', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[2, 3, 4, 3, 3, 2, 3, 3, 4, 4]"
146DATA032,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
146DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 4, 3, 3, 3]"
146DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 3, 5, 3, 3]"
146DATA045,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 5, 3, 3, 3, 4, 5, 5, 4, 5]"
146DATA060,"['Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
146DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 2, 2, 3, 3, 3]"
147DATA005,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 2, 3, 2, 3, 3, 3]"
147DATA007,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
147DATA032,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 3, 3, 3, 3, 2, 2]"
147DATA037,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 3, 3, 3, 2, 3, 5, 5, 3, 3]"
147DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 5, 5, 4, 4]"
147DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 5, 3, 3, 3, 3, 5, 5, 2, 3]"
147DATA060,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
147DATAE20,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 3, 3, 4, 3, 3, 4, 3]"
147DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 3, 3, 3, 5, 3, 3, 3, 3]"
148DATA008,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 4, 3, 4, 3, 5, 4, 3, 3]"
148DATA009,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit', 'Communication', ""Pilotage KPI's"", 'Respect Règles', 'Action pédagogique', 'Motivation', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 5, 4, 4, 4, 4, 4, 4, 5, 3, 3, 3, 4, 4]"
148DATA032,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 4, 3, 3, 4]"
148DATA033,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 3, 3, 3, 3, 2, 2]"
148DATA034,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
148DATA036,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 2, 3, 3, 3, 3, 3, 2, 3, 4]"
148DATA038,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[2, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2]"
148DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 3, 3, 3, 3, 5, 5, 3, 5]"
148DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 2, 2, 5, 3, 2, 2]"
148DATA059,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
148DATA060,"['Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's""]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
148DATAE23,"['Informatique', 'Responsabilisation', 'Business Model', 'Coaching et Management', ""Pilotage KPI's"", 'Respect Règles', 'Coordination et Relation DO', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[4, 4, 2, 3, 4, 3, 3, 3, 2, 3]"
148DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
149DATA037,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 5, 5, 4, 3, 3, 3, 3]"
149DATA038,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[3, 2, 3, 3, 3, 3, 2, 2, 5, 3, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 4, 4, 3, 3, 3, 3, 2, 3, 3]"
149DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 4, 3, 2, 5, 3, 2]"
149DATA041,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 3, 3, 3, 3, 5, 2, 2]"
149DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 2, 2, 3, 3]"
149DATA046,"['Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles']","[4, 4, 3, 3, 3, 3, 4, 4, 4, 3]"
149DATA047,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 5, 3, 3, 3]"
149DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
149DATAE22,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 4, 3, 3, 3, 4, 4, 2, 3]"
150DATA032,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 2, 2]"
150DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 3, 3, 2, 2, 5, 3, 2]"
150DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 4, 5, 4, 4]"
150DATA042,"['Périmètre et Outils', 'Responsabilisation', 'Produit', 'Communication', ""Pilotage KPI's"", 'Respect Règles', 'Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Action pédagogique', 'Motivation', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 5, 3, 3, 4, 3, 2]"
150DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 2, 3, 3, 3, 2, 2]"
150DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
151DATA034,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 4, 4, 3, 5, 3, 4]"
151DATA036,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 2, 5, 2, 3]"
151DATA046,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 4, 3, 3, 3, 3, 3, 3, 3]"
151DATA058,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 2, 1, 1, 5, 1, 5, 5, 1, 1]"
151DATA059,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
151DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 4, 4, 4, 3, 4, 3]"
152DATA031,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 4, 4, 4, 4, 2, 3]"
152DATA033,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 3, 2, 2, 2, 3]"
152DATA035,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[3, 2, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 2, 4, 3]"
152DATA037,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 3, 3, 3, 3, 5, 5, 3, 5]"
152DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 3, 4, 4, 3, 3, 3]"
152DATA040,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[4, 3, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 2, 3, 3, 3, 4, 3, 4, 2]"
152DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 3, 5, 3, 3, 3]"
152DATA042,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 5, 5, 3, 5]"
152DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 2, 2, 2, 2, 2, 2]"
